10	17900
10	18100
10	17900
10	18500
10	17900
10	17700
10	18600
10	18000
10	18300
10	17800
60	2898600
60	2972700
60	2895700
60	2887800
60	2906500
60	2974900
60	2901800
60	2888900
60	2896200
60	3082700
110	17934500
110	17955800
110	18190000
110	18184800
110	17893000
110	17969200
110	18358900
110	18261600
110	18263300
110	18097000
160	55852700
160	62649900
160	57078800
160	55875700
160	55495800
160	56322800
160	55622800
160	55098700
160	55929900
160	57066100
210	124854800
210	126927300
210	131246500
210	126542200
210	126360400
210	127521300
210	128114600
210	135167900
210	127846200
210	126849100
260	314118200
260	246642600
260	260481800
260	239850700
260	238661200
260	245435100
260	237191400
260	237991200
260	241422200
260	246996700
310	413834700
310	410007600
310	409603400
310	413385400
310	409920700
310	409607400
310	407467400
310	411867100
310	410137900
310	410768200
360	640165400
360	648045200
360	646704900
360	646785500
360	648966700
360	666868400
360	641316500
360	640072500
360	643754800
360	641195800
410	940148500
410	941876300
410	944199700
410	942446900
410	944366200
410	945581900
410	967377500
410	947525600
410	1049151500
410	989253900
460	1344435500
460	1339410100
460	1329006500
460	1329393200
460	1325266300
460	1325266000
460	1331383300
460	1330997300
460	1322909500
460	1330019100
510	1831653800
510	1813584400
510	1804292200
510	1851932400
510	1829677500
510	1815988100
510	1812264100
510	1807344100
510	1802277500
510	1881982800
560	2424582300
560	2438997000
560	2391064200
560	2449655600
560	2395899900
560	2400634400
560	2400581900
560	2396840600
560	2392929000
560	2434797400
610	3121539600
610	3090337700
610	3108293300
610	3113819300
610	3118844300
610	3127033300
610	3097177700
610	3085948500
610	3083268600
610	3106469200
660	3950130400
660	3918982000
660	3918410700
660	3914851400
660	4016638100
660	3943329400
660	3982949800
660	3987671700
660	4019355000
660	3926623400
710	4962584900
710	4907664600
710	4970337600
710	5049608800
710	4914851900
710	4964893600
710	4899794000
710	4935916500
710	4879030900
710	4882261000
760	6174350900
760	6050090000
760	6137625300
760	6363108000
760	6047942400
760	6590048200
760	6057478100
760	6169742200
760	6162733800
760	6066547000
810	7367882100
810	7429939400
810	7437709400
810	7362350700
810	7524807800
810	7353490500
810	7589458200
810	7438008700
810	7527807300
810	7387123700
860	9033683200
860	8856050400
860	8992822600
860	8883604300
860	9043930200
860	8881062200
860	8977785200
860	8903492200
860	8948202100
860	8895185300
910	11186298800
910	10757359200
910	10562309400
910	10793461700
910	10744036200
910	10779602900
910	10853169300
910	10701005800
910	10579629500
910	10705948800
960	12676042300
960	12454111300
960	12579266300
960	12773929000
960	12517204500
960	12384708300
960	12767867300
960	12589588900
960	12519870400
960	13139242100
