10	543700
10	522000
10	552300
10	586700
10	620100
10	637900
10	566500
10	519800
10	501500
10	518800
60	862200
60	791600
60	946000
60	879500
60	949100
60	868600
60	929000
60	881800
60	824700
60	917400
110	2485700
110	2460000
110	2535800
110	2536300
110	2451800
110	2534400
110	2715500
110	2669700
110	2476400
110	2766200
160	6675100
160	7294300
160	6931700
160	6774800
160	6883900
160	8356900
160	9308000
160	8833900
160	6605900
160	6303200
210	16650800
210	14247700
210	14310000
210	14394000
210	14223300
210	14934900
210	16362400
210	14678200
210	16640700
210	14147200
260	26921000
260	30348000
260	26879700
260	26506100
260	28552600
260	27414300
260	29282300
260	27623500
260	26688200
260	29390200
310	49777400
310	48323700
310	48653400
310	50280700
310	56295000
310	45990800
310	48408500
310	47480000
310	46011200
310	46999200
360	75330500
360	77817200
360	91486100
360	80411800
360	91113900
360	78906400
360	76043300
360	78788200
360	76588500
360	85022200
410	132760600
410	107858400
410	110362500
410	112717600
410	114017300
410	124242100
410	106383400
410	116836000
410	119671800
410	112852000
460	162753500
460	156898500
460	161091400
460	159838900
460	161614500
460	170771500
460	172137300
460	163256500
460	161554400
460	182551900
510	225610000
510	219452300
510	207735200
510	204429000
510	214479400
510	205393000
510	206566100
510	203469600
510	199253200
510	200525100
560	288382800
560	280868600
560	286344400
560	293888200
560	290459900
560	283548800
560	278692000
560	275678300
560	283392400
560	281908400
610	434801000
610	408495400
610	388941500
610	382370000
610	384310300
610	530569300
610	342226700
610	341365600
610	341150900
610	341929900
660	429014300
660	449975700
660	441944100
660	429332200
660	431687800
660	442674100
660	469864500
660	468745900
660	428915800
660	433432500
710	541226700
710	542475600
710	1059148600
710	554057800
710	568199700
710	564134900
710	566998100
710	651918800
710	620035100
710	589449100
760	698628100
760	695507900
760	689393400
760	713023100
760	696294700
760	665877400
760	658214000
760	656085700
760	657394700
760	665658500
810	801958100
810	795482800
810	794569800
810	799882000
810	826129600
810	797212700
810	795753700
810	802006800
810	794377700
810	793782000
860	959121500
860	1013052300
860	1077385200
860	952463600
860	993872500
860	1042304500
860	1006439000
860	964731500
860	979131500
860	1015526400
910	1144472800
910	1216088100
910	1130139700
910	1231074200
910	1171320100
910	1132315800
910	1388726100
910	1131533700
910	1158694000
910	1168782100
960	1363900700
960	1371297900
960	1354742300
960	1398064800
960	1360742700
960	1357927700
960	1439101500
960	1368041700
960	1749530600
960	1402782100
