10	274900
10	196900
10	188700
10	234600
10	205200
10	166000
10	213100
10	219600
10	208300
10	188800
60	800200
60	852200
60	890500
60	847400
60	1029400
60	842700
60	1123000
60	949300
60	879400
60	845500
110	3625100
110	3877100
110	3291700
110	3394900
110	3960100
110	4540900
110	3576900
110	3358900
110	3216000
110	3239500
160	9584600
160	15497800
160	9912100
160	10044400
160	10194700
160	9760300
160	9591900
160	9647700
160	16222500
160	31234400
210	31615800
210	35813100
210	22033800
210	21301100
210	24568500
210	31713900
210	25910500
210	21328200
210	23981200
210	21257100
260	49584100
260	41597300
260	158661600
260	55336400
260	41152700
260	41291800
260	50912800
260	54189900
260	115128000
260	68307800
310	75556200
310	80799900
310	81973600
310	97549500
310	74768900
310	89458800
310	92624100
310	67802700
310	91900200
310	100387300
360	115542800
360	129955400
360	122007800
360	118200500
360	125968600
360	115227100
360	114857400
360	107783500
360	122097600
360	113895200
410	185559300
410	193149200
410	196126900
410	184294500
410	173936200
410	185692800
410	177783400
410	179242400
410	171467600
410	176878000
460	242661300
460	250997700
460	245110400
460	231935400
460	261916100
460	280193600
460	242138300
460	301784400
460	240547200
460	227216000
510	334362600
510	359183500
510	357634100
510	388054200
510	355965700
510	363194800
510	377280900
510	343556200
510	357473500
510	318592000
560	447566800
560	484154100
560	460650400
560	439358000
560	465897400
560	450523500
560	422461000
560	445938200
560	512401000
560	439813900
610	591193900
610	546761800
610	576089700
610	569809300
610	582310500
610	556810800
610	584738900
610	623068600
610	588476900
610	623418100
660	688077600
660	732411000
660	716374500
660	750369700
660	741505900
660	808871300
660	733115900
660	709566700
660	817368000
660	729985700
710	924120300
710	972393100
710	957952100
710	908827600
710	929264600
710	952481500
710	878468500
710	872508600
710	1005928200
710	891161600
760	1112529600
760	1154301500
760	1058482500
760	1114975300
760	1079420600
760	1089436700
760	1127703100
760	1040334700
760	1081869600
760	1085106700
810	1319395200
810	1301901400
810	1337822600
810	1334156500
810	1370659200
810	1338419100
810	1343147400
810	1349583400
810	1307476000
810	1340975200
860	1590926300
860	1586157300
860	1592871700
860	1644953500
860	1614371800
860	1569545300
860	1609324700
860	1525735100
860	1557122500
860	1559823600
910	1891691900
910	1807585300
910	1841760900
910	1846918300
910	1814178600
910	1821208500
910	1841920100
910	1904811000
910	1854338300
910	1790843300
960	2209395000
960	2263071300
960	2177346300
960	2196736600
960	2233979200
960	2217635300
960	2190832000
960	2165475200
960	2525012700
960	2487815400
